title,workload,url,school,registered_people,rating,instructor
Curso Compliance: destaque sua empresa no mercado,10,https://www.alura.com.br/curso-online-compliance-destaque-empresa-mercado,Inovação & Gestão,3806,9.4,Sergio Lopes de Carvalho
Curso Modelos de Gestão parte 1: componentes essenciais,8,https://www.alura.com.br/curso-online-modelos-de-gestao-componentes-essenciais,Inovação & Gestão,8339,9.3,Millor Machado
Curso BSC: aplicado na gestão de portfólios,10,https://www.alura.com.br/curso-online-bsc-aplicado-na-gestao-de-portfolios,Inovação & Gestão,7331,9.2,Roberto Pina Rizzo
Curso Lean Agile Budgeting: princípios para a orçamentação eficaz na era digital,10,https://www.alura.com.br/curso-online-lean-agile-budgeting-principios-orcamentacao,Inovação & Gestão,1474,9.0,Roberto Pina Rizzo
Curso OKR: direcionando seu negócio para resultados,8,https://www.alura.com.br/curso-online-okr-direcionando-negocio-resultados,Inovação & Gestão,37743,9.2,Roberto Pina Rizzo
Curso Transformação digital: pilares culturais,8,https://www.alura.com.br/curso-online-transformacao-digital-pilares-culturais,Inovação & Gestão,15519,9.3,Roberto Pina Rizzo
Curso Transformação digital: alinhamento estratégico,10,https://www.alura.com.br/curso-online-transformacao-digital-alinhamento-estrategico,Inovação & Gestão,2644,9.3,Roberto Pina Rizzo
Curso Transformação Digital: a organização Lean-Ágil,8,https://www.alura.com.br/curso-online-transformacao-digital-organizacao-lean-agil,Inovação & Gestão,1984,9.3,Roberto Pina Rizzo
Curso Transformação Digital: cultura de experimentação,8,https://www.alura.com.br/curso-online-transformacao-digital-cultura-experimentacao,Inovação & Gestão,14962,9.2,Roberto Pina Rizzo
"Curso Transformação Digital: fluxo, DevOps e abordagem product-based",8,https://www.alura.com.br/curso-online-transformacao-digital-fluxo-devops-product-based,Inovação & Gestão,1450,9.2,Roberto Pina Rizzo
Curso Transformação Digital: inicie a implementação do movimento,6,https://www.alura.com.br/curso-online-transformacao-digital-implementacao-movimento,Inovação & Gestão,4569,9.2,Roberto Pina Rizzo
Curso Gestão de mudanças: uma visão comportamental,8,https://www.alura.com.br/curso-online-gestao-mudancas-visao-comportamental,Inovação & Gestão,14852,9.4,Roberto Sabino
Curso LGPD: entendendo direitos de uso e responsabilidades,8,https://www.alura.com.br/curso-online-lgpd-entendendo-direitos-uso-responsabilidades,Inovação & Gestão,1420,9.4,Roberto Sabino
Curso Mídias Sociais: estratégias para engajar o público,8,https://www.alura.com.br/curso-online-midias-sociais-estrategias-engajar-publico,Inovação & Gestão,10475,9.1,Amandha Moreira
Curso Facebook Marketing: crie uma página que atraia e encante clientes,12,https://www.alura.com.br/curso-online-facebook-marketing-crie-pagina-atraia-encante-clientes,Inovação & Gestão,2766,9.3,Vanessa Alkmim
Curso Instagram para empresas: estratégia e planejamento,8,https://www.alura.com.br/curso-online-instagram-empresas-primeiros-passos,Inovação & Gestão,5371,9.2,Amandha Moreira
Curso Marketing Viral: Os elementos que podem promover a sua ação digital,6,https://www.alura.com.br/curso-online-marketing-viral-elementos-promover-acao-digital,Inovação & Gestão,3364,9.3,Letícia Watanabe
Curso Social Listening: como ouvir sua audiência nas redes,8,https://www.alura.com.br/curso-online-social-listening-ouvir-audiencia-redes,Inovação & Gestão,985,9.3,Amandha Moreira
Curso YouTube: estratégias de sucesso para o seu negócio,10,https://www.alura.com.br/curso-online-youtube-estrategias-sucesso-negocio,Inovação & Gestão,2112,9.1,Amandha Moreira
Curso Princípios da influência: persuasão com foco em negócios,6,https://www.alura.com.br/curso-online-principios-influencia-persuasao-foco-negocios,Inovação & Gestão,9030,9.3,Tayná Carvalho
Curso Redação: boas práticas para marketing digital,6,https://www.alura.com.br/curso-online-redacao-boas-praticas-marketing-digital,Inovação & Gestão,1919,9.2,Thalyta Onimaru
Curso Marketplace: estratégias de vendas,6,https://www.alura.com.br/curso-online-marketplace-estrategias-vendas,Inovação & Gestão,1714,9.3,Letícia Watanabe
Curso Social Commerce: como alavancar suas vendas nas redes sociais,10,https://www.alura.com.br/curso-online-social-commerce-alavancar-vendas-redes-sociais,Inovação & Gestão,1591,9.3,Amandha Moreira
Curso Análise de métricas para e-commerce: explorando conceitos,8,https://www.alura.com.br/curso-online-analise-metricas-e-commerce-explorando-conceitos,Inovação & Gestão,877,9.1,Tayná Carvalho
Curso SEO para e-commerce: estratégias para alcançar um bom posicionamento nos sites de busca,12,https://www.alura.com.br/curso-online-seo-e-commerce-estrategias-alcancar-bom-posicionamento-sites-busca,Inovação & Gestão,700,9.2,Amandha Moreira
Curso Gestão de produtos digitais: Produto vs. Projeto,6,https://www.alura.com.br/curso-online-gestao-produtos-digitais-produto-vs-projeto,Inovação & Gestão,7917,9.1,Mario de Melo
Curso Gestão de produtos digitais: Product Discovery,6,https://www.alura.com.br/curso-online-gestao-produtos-digitais-product-discovery,Inovação & Gestão,10141,9.0,Mario de Melo
Curso Gestão de produtos digitais: priorização,6,https://www.alura.com.br/curso-online-gestao-produtos-priorizacao,Inovação & Gestão,6556,9.2,Mario de Melo
Curso Gestão de produtos digitais: validação,6,https://www.alura.com.br/curso-online-gestao-produtos-digitais-validacao,Inovação & Gestão,2833,9.2,Mario de Melo
Curso Gestão de produtos digitais: aceleração,6,https://www.alura.com.br/curso-online-gestao-produtos-aceleracao,Inovação & Gestão,3532,9.3,Mario de Melo
Curso Roadmap: como criar e manter o mapa de produto,8,https://www.alura.com.br/curso-online-roadmap-criar-manter-mapa-produto,Inovação & Gestão,4849,9.3,Roberto Sabino
Curso Product Manager: uma jornada em gestão de produto,8,https://www.alura.com.br/curso-online-product-manager-jornada-gestao-produto,Inovação & Gestão,14598,9.2,Júlia Cortazio Viana
Curso Kanban: análises para implementação,8,https://www.alura.com.br/curso-online-kanban-analises-implementacao,Inovação & Gestão,16370,9.2,Roberto Sabino
Curso Kanban: evolua suas entregas com métricas,10,https://www.alura.com.br/curso-online-kanban-evolua-entregas-metricas,Inovação & Gestão,7768,9.4,Roberto Sabino
Curso Kanban: marque o ritmo com cadências,8,https://www.alura.com.br/curso-online-kanban-marque-ritmo-cadencias,Inovação & Gestão,2226,9.4,Roberto Sabino
Curso Kanban: implementação sistêmica em múltiplas equipes,8,https://www.alura.com.br/curso-online-kanban-implementacao-sistemica-multiplas-equipes,Inovação & Gestão,1367,9.4,Roberto Sabino
Curso Kanban: práticas avançadas incluindo gestão de portfólio,8,https://www.alura.com.br/curso-online-kanban-praticas-incluindo-gestao-portfolio,Inovação & Gestão,1490,9.5,Roberto Sabino
Curso Lean Startup: primeiros passos da sua Startup enxuta,5,https://www.alura.com.br/curso-online-lean,Inovação & Gestão,25074,8.9,Frederico Aranha
Curso Empreendedorismo: da ideia ao plano de negócios,8,https://www.alura.com.br/curso-online-empreendedorismo,Inovação & Gestão,25983,9.2,André Faria
Curso Empreendedorismo: abrindo sua empresa do jeito certo,10,https://www.alura.com.br/curso-online-empreendedorismo-abra-sua-empresa,Inovação & Gestão,12461,9.3,Frederico Aranha
Curso Empreendedorismo para Devs: transformando ideias em negócios,12,https://www.alura.com.br/curso-online-empreendedorismo-devs-ideias-negocio,Inovação & Gestão,876,9.2,Maíra Nicoletti
Curso Propriedade intelectual: aplicada em Startups e negócios em geral,8,https://www.alura.com.br/curso-online-propriedade-intelectual-startups,Inovação & Gestão,1359,8.9,Luiz Gustavo Doles Silva
Curso Freelancer parte 1: estruture seu negócio,6,https://www.alura.com.br/curso-online-freelancer-estruture-seu-negocio,Inovação & Gestão,2553,9.2,Priscila Stuani
Curso Freelancer parte 2: profissionalize seu negócio,2,https://www.alura.com.br/curso-online-freelancer-2,Inovação & Gestão,1178,9.2,Priscila Stuani
Curso Freelancer de sucesso: construa uma carreira autônoma,8,https://www.alura.com.br/curso-online-freelancer-sucesso-construa-carreira-autonoma,Inovação & Gestão,634,9.1,Francisco dos Santos
"Curso Viabilidade de Projetos & Negócios: fluxo de caixa, juros, VPL, TIR e payback",6,https://www.alura.com.br/curso-online-viabilidade-projetos-negocios-fluxo-caixa-juros-vpl-tir-payback,Inovação & Gestão,2102,9.0,Roberto Pina Rizzo
Curso Viabilidade de Projetos & Negócios: seleção de alternativas de investimento,6,https://www.alura.com.br/curso-online-viabilidade-projetos-negocios-alternativas-investimento,Inovação & Gestão,1100,9.0,Roberto Pina Rizzo
Curso Startupismo: comece do jeito certo,6,https://www.alura.com.br/curso-online-startupismo-comece-jeito-certo,Inovação & Gestão,1587,9.2,Felipe Mansano
Curso Startupismo: Product Discovery,6,https://www.alura.com.br/curso-online-startupismo-product-discovery,Inovação & Gestão,1487,9.2,Felipe Mansano
Curso Startupismo: a importância do Produto Mínimo Viável,8,https://www.alura.com.br/curso-online-startupismo-produto-minimo-viavel,Inovação & Gestão,853,9.2,Felipe Mansano
Curso Startupismo: descubra o Product-Market Fit,8,https://www.alura.com.br/curso-online-startupismo-product-market-fit,Inovação & Gestão,487,9.2,Felipe Mansano
Curso Startupismo: quando e como buscar investimento,6,https://www.alura.com.br/curso-online-startupismo-quando-como-buscar-investimento,Inovação & Gestão,539,9.3,Felipe Mansano
Curso Inovação: descubra como e onde inovar,6,https://www.alura.com.br/curso-online-inovacao-descubra-inovar,Inovação & Gestão,5048,9.3,Júlia Cortazio Viana
Curso Transformação Digital: tecnologias,8,https://www.alura.com.br/curso-online-transformacao-digital-tecnologias,Inovação & Gestão,7802,8.8,Roberto Pina Rizzo
Curso Inovação Aberta: táticas e ferramentas para implementação,6,https://www.alura.com.br/curso-online-inovacao-aberta-taticas-ferramentas-implementacao,Inovação & Gestão,2001,9.2,Júlia Cortazio Viana
Curso Inovação Social e Empreendedorismo: conduza a mudança e gere impacto,6,https://www.alura.com.br/curso-online-inovacao-social-empreendedorismo-mudanca-impacto,Inovação & Gestão,1374,9.2,Júlia Cortazio Viana
Curso Teoria U: desenvolva soluções práticas para problemas complexos,6,https://www.alura.com.br/curso-online-teoria-u-solucoes-praticas-problemas-complexos,Inovação & Gestão,1127,9.2,Júlia Cortazio Viana
Curso Design Thinking: inove ao focar no problema e crie soluções assertivas para seu negócio,6,https://www.alura.com.br/curso-online-design-thinking-inove-solucoes-assertivas-negocio,Inovação & Gestão,1218,9.2,Júlia Cortazio Viana
Curso Inovação Ágil: gerencie projetos inovadores com eficiência e agilidade,6,https://www.alura.com.br/curso-online-inovacao-agil-projetos-inovadores-eficiencia-agilidade,Inovação & Gestão,1043,9.2,Júlia Cortazio Viana
Curso Carreira internacional: descubra como conquistar sua oportunidade no exterior,8,https://www.alura.com.br/curso-online-carreira-internacional-conquistar-oportunidade-exterior,Inovação & Gestão,882,9.0,Júlia Cortazio Viana
Curso Liderança pessoal: desenvolvendo habilidades de autogestão,8,https://www.alura.com.br/curso-online-lideranca-pessoal-desenvolvendo-habilidades-autogestao,Inovação & Gestão,1245,9.3,Ana Ribeiro
Curso Gestão financeira: administre suas finanças na prática,6,https://www.alura.com.br/curso-online-gestao-financeira-administre-financas-pratica,Inovação & Gestão,935,9.2,Felipe Mansano
Curso Psicologia financeira: maximizando o potencial financeiro,6,https://www.alura.com.br/curso-online-psicologia-financeira-maximizando-potencial-financeiro,Inovação & Gestão,720,9.4,Felipe Mansano
Curso Negociações de sucesso: convencendo e fechando negócios com excelência,8,https://www.alura.com.br/curso-online-negociacoes-sucesso-convencendo-fechando-negocios-excelencia,Inovação & Gestão,484,9.2,Francisco dos Santos
Curso Vendas de alta performance: vendas na era digital,8,https://www.alura.com.br/curso-online-vendas-alta-performance,Inovação & Gestão,62468,9.3,Suzana Braga Lisboa
Curso Vendas de alta performance: prospecção de clientes,6,https://www.alura.com.br/curso-online-vendas-prospeccao-de-clientes,Inovação & Gestão,25586,9.2,Thiago Ferraz
Curso Vendas de alta performance: técnicas para melhorar seu aprendizado,6,https://www.alura.com.br/curso-online-vendas-aprenda-a-aprender,Inovação & Gestão,30341,9.4,Suzana Braga Lisboa
Curso Vendas de alta performance: entendendo a necessidade do cliente,8,https://www.alura.com.br/curso-online-vendas-entendendo-a-necessidade-do-cliente,Inovação & Gestão,31647,9.2,Thiago Ferraz
Curso Vendas de alta performance: perguntas poderosas,6,https://www.alura.com.br/curso-online-vendas-perguntas-poderosas,Inovação & Gestão,59394,9.3,Suzana Braga Lisboa
Curso Vendas de alta performance: Pitch e dicas de negociação,10,https://www.alura.com.br/curso-online-vendas-alta-performance-pitch-dicas-negociacao,Inovação & Gestão,32567,9.3,Thiago Ferraz
Curso Outbound Marketing: pré-vendas de alta performance,7,https://www.alura.com.br/curso-online-outbound-marketing-pre-vendas,Inovação & Gestão,10011,9.3,Thiago Lacerda
Curso Customer Success: cultura centrada em cliente,8,https://www.alura.com.br/curso-online-customer-success-cultura-centrada-cliente,Inovação & Gestão,48770,9.3,Bianca Fróes
Curso Vendas de alta performance: gestão de carteira,8,https://www.alura.com.br/curso-online-vendas-alta-performance-gestao-carteira,Inovação & Gestão,16977,9.3,Thiago Ferraz
Curso Vendas de alta performance: solução e proposta,6,https://www.alura.com.br/curso-online-vendas-solucao-e-proposta,Inovação & Gestão,35137,9.2,Thiago Ferraz
Curso Design Thinking em vendas: conhecendo seu cliente,8,https://www.alura.com.br/curso-online-design-thinking-em-vendas,Inovação & Gestão,24382,9.2,Thiago Lacerda
Curso Vendas de alta performance: Social Selling,6,https://www.alura.com.br/curso-online-vendas-de-alta-performance-social-selling,Inovação & Gestão,8344,9.3,Thiago Ferraz
Curso Jornada do cliente: aplique estratégias de engajamento no dia a dia,8,https://www.alura.com.br/curso-online-jornada-cliente-estrategias-engajamento-dia-a-dia,Inovação & Gestão,5132,9.3,Bianca Fróes
Curso Elaboração de contratos: técnicas voltadas ao empreendedor,8,https://www.alura.com.br/curso-online-elaboracao-contratos-empreendedor,Inovação & Gestão,2052,9.3,Luiz Gustavo Doles Silva
Curso React Native: utilizando e criando Hooks,10,https://www.alura.com.br/curso-online-react-native-utilizando-criando-hooks,Mobile,6163,9.3,Natalia Kelim Thiel
Curso React Native: utilizando Web API,8,https://www.alura.com.br/curso-online-react-native-utilizando-web-api,Mobile,2135,9.2,André Cunha
Curso React Native: guardando informações localmente,8,https://www.alura.com.br/curso-online-react-native-informacoes-localmente,Mobile,1517,9.1,Matheus Alberto
Curso React Native: criando testes para sua aplicação,10,https://www.alura.com.br/curso-online-react-native-criando-testes-aplicacao,Mobile,3112,9.2,Natalia Kelim Thiel
Curso React Native: utilizando o Context API nas suas aplicações,8,https://www.alura.com.br/curso-online-react-native-context-api-aplicacoes,Mobile,1331,9.3,André Cunha
Curso React Native: personalize apps com animações,8,https://www.alura.com.br/curso-online-react-native-personalize-apps-animacoes,Mobile,1103,9.3,André Cunha
